醫事機構代碼,醫事機構名稱,電話,地址,地圖地址,緯度,經度,備註
5901020661,泰佑藥局,02-27056841,台北市大安區安和路2段72號1Ｆ,台北市大安區義安里15鄰安和路二段72號,25.030107,121.551733,
5901020670,杏安堂藥局,02-27517636,台北市大安區忠孝東路4段77巷30號1樓,台北市大安區光武里7鄰忠孝東路四段77巷30號,25.042921,121.547142,
5901020689,四維藥局,02-27094222,台北市大安區復興南路2段151巷43號1樓,台北市大安區龍雲里14鄰復興南路二段151巷43號,25.028455,121.545447,假日可先打電話聯絡
5901020698,羅斯福藥局,02-23699606,台北市大安區羅斯福路3段283巷9弄3號,台北市大安區大學里13鄰羅斯福路三段283巷9弄3號,25.019031,121.531295,
5901020732,赫慶藥局,02-27063497,台北市大安區瑞安街208巷11弄5號1樓,台北市大安區龍圖里14鄰瑞安街208巷11弄5號,25.02866,121.540809,
5901020787,吉成藥局,02-23636475,台北市大安區泰順街7號,台北市大安區龍坡里14鄰泰順街7號,25.025568,121.531585,
5901020858,順天堂藥局,02-23627149,台北市大安區龍泉街96號,台北市大安區古風里3鄰龍泉街96號,25.022564,121.529203,
5901020876,大興藥局,02-27053369,台北市大安區通化街39巷50弄15號1樓,台北市大安區通化里17鄰通化街39巷50弄15號,25.030555,121.555477,
5901020901,辰安藥局,02-27119536,台北市大安區大安路1段31巷28號,台北市大安區光武里11鄰大安路一段31巷28號,25.043848,121.547181,
5901021122,青康藥局,02-27086623,台北市大安區延吉街248號1Ｆ,台北市大安區光信里25鄰延吉街248號,25.035316,121.555681,
5901021248,永誠藥局,02-27520273,台北市大安區忠孝東路4段216巷25之1號,台北市大安區車層里14鄰忠孝東路四段216巷25之1號,25.039967,121.553063,
5901021346,正昌藥局,02-27540070,台北市大安區通化街38巷9號1樓,台北市大安區通安里7鄰通化街38巷9號,25.030983,121.553716,
5901023304,麗樺藥師藥局,02-23952628,台北市大安區麗水街3號,台北市大安區永康里4鄰麗水街3號,25.032246,121.529038,
5901023313,安和藥局,02-27092349,台北市大安區安和路1段102巷3號,台北市大安區敦安里3鄰安和路一段102巷3號,25.034332,121.551941,
5901023331,佑安藥局,02-27069339,台北市大安區延吉街233巷9號,台北市大安區光信里10鄰延吉街233巷9號,25.037083,121.55613,
5901023386,弘昇藥局,02-27110061,台北市大安區復興南路1段107巷32號,台北市大安區光武里24鄰復興南路一段107巷32號,25.043494,121.545787,上午11點以後至晚上11點
5901023411,長虹藥局,02-27210232,台北市大安區忠孝東路4段216巷 63號,台北市大安區車層里22鄰忠孝東路四段216巷63號,25.038204,121.553058,
5901023519,惠盈藥局,02-87321366,台北市大安區辛亥路2段171巷31號,台北市大安區龍淵里13鄰辛亥路二段171巷31號,25.022971,121.541193,
5901023523,聯合仁愛藥局,02-27039269,台北市大安區大安路1段157巷3號,台北市大安區德安里18鄰大安路一段157巷3號,25.037308,121.546319,
5901023591,一心藥局,02-27321818,台北市大安區和平東路3段238號,台北市大安區黎孝里1鄰和平東路三段238號,25.021906,121.554876,星期日
5901023653,信安健康藥局,02-27084858,台北市大安區仁愛路4段122巷58號,台北市大安區敦安里15鄰仁愛路四段122巷58號,25.033923,121.550117,
5901023680,新富川藥局,02-27114758,台北市大安區大安路1段51巷4號,台北市大安區光武里7鄰大安路一段51巷4號,25.043029,121.546392,無提供急診服務
5901023706,聖英藥局,02-27055851,台北市大安區仁愛路4段266巷15弄18號,台北市大安區敦煌里16鄰仁愛路四段266巷15弄18號,25.036542,121.553997,
5901023724,元氣生活健保藥局,02-27060580,台北市大安區新生南路1段161巷10號,台北市大安區民炤里12鄰新生南路一段161巷10號,25.034545,121.534662,
5901023831,康乃馨藥局,02-23257097,台北市大安區建國南路1段327號,台北市大安區和安里21鄰建國南路一段327號,25.034806,121.538211,週一至週六09:00-21:00
5901023886,世康藥局,02-27015758,台北市大安區延吉街246號,台北市大安區光信里23鄰延吉街246號,25.035492,121.555605,
5901023902,惠良藥局,02-27387872,台北市大安區和平東路3段93－1號,台北市大安區全安里5鄰和平東路三段93之1號,25.024615,121.550727,
5901023966,愛維康生活藥局,02-27059791,台北市大安區四維路170巷21號,台北市大安區龍雲里16鄰四維路170巷21號,25.028317,121.547034,
5901024007,古亭健康人生藥局,02-23660895,台北市大安區羅斯福路2段83號,台北市大安區古莊里5鄰羅斯福路二段83號,25.025723,121.523691,9:30-21:55
5901024098,杏一瑞安藥局,02-27096710,台北市大安區瑞安街208巷11弄1號,台北市大安區龍圖里14鄰瑞安街208巷11弄1號,25.028661,121.540647,
5901024114,好安心藥局,02-23772166,台北市大安區和平東路2段98之2號,台北市大安區龍淵里5鄰和平東路二段98之2號,25.024932,121.541503,週日有時營業，不定期營業
5901024123,中山樂方藥局,02-27050622,台北市大安區仁愛路4段112巷12號,台北市大安區敦安里17鄰仁愛路四段112巷12號,25.036422,121.549579,
5901024178,天康忠孝藥局,02-77137763,台北市大安區忠孝東路3段223－1號,台北市大安區昌隆里1鄰忠孝東路三段223之1號,25.041856,121.540036,過年期間照常營業
5901024212,中力信義藥局,02-23250266,台北市大安區信義路4段51號,台北市大安區仁慈里2鄰信義路四段51號,25.033544,121.544997,
5901024221,安居藥局,02-23773537,台北市大安區安居街19號,台北市大安區黎孝里8鄰安居街19號,25.020856,121.554935,
5901024310,躍獅新生藥局,02-23623367,台北市大安區和平東路2段20號,台北市大安區龍門里7鄰和平東路二段20號,25.025664,121.536221,
5901024347,博大藥局,02-27027858,台北市大安區安和路2段65號,台北市大安區通安里6鄰安和路二段65號,25.030627,121.552568,
5901024427,博昱仁愛藥局,02-87739258,臺北市大安區仁愛路4段65號,台北市大安區仁愛里17鄰仁愛路四段65號,25.038194,121.546869,8:00-22:00
5901024472,忠孝康承健保藥局,02-87733378,台北市大安區復興南路1段107巷4號,台北市大安區光武里25鄰復興南路一段107巷4號,25.043565,121.544399,
5901024481,微笑藥師藥局,02-27009655,台北市大安區信義路3段31巷4號,台北市大安區民炤里10鄰信義路三段31巷4號,25.034007,121.534458,執業時間9點到21點
5901024490,明星大藥局,02-27023747,台北市大安區光復南路430之1號,台北市大安區光信里5鄰光復南路430之1號,25.036184,121.557375,
5901024516,博昱師大藥局,02-23696966,台北市大安區羅斯福路3段189號,台北市大安區古風里6鄰羅斯福路三段189號,25.02109,121.528069,執業時間8點到24點
5901024525,國泰維康藥局,02-27542185,台北市大安區仁愛路4段266巷15弄20號,台北市大安區敦煌里16鄰仁愛路四段266巷15弄20號,25.03654,121.5541,
5901024543,奇威藥局,02-23651110,台北市大安區雲和街93號,台北市大安區龍泉里1鄰雲和街93號,25.023386,121.531152,
5901024632,艾登安和藥局,02-27015201,台北市大安區安和路1段123號,台北市大安區敦煌里14鄰安和路一段123號,25.034881,121.552681,禮拜天執業時間11點到19點
5901024669,百岳藥局,02-27551037,台北市大安區和平東路2段311巷11號,台北市大安區群賢里7鄰和平東路二段311巷11號,25.025138,121.545222,"執業時間早上時段9點到12點,晚上時段18點到21點"
5901024678,大安健康人生藥局,02-27025553,台北市大安區信義路4段34號,台北市大安區住安里4鄰信義路四段34號,25.033159,121.544742,
5901024687,博昱大藥局,02-23776199,台北市大安區樂業街148號、150號,台北市大安區黎元里8鄰樂業街148號,25.019978,121.55295,
5901024696,仁華藥局,02-27336762,台北市大安區臥龍街155號,台北市大安區黎元里14鄰臥龍街155號,25.018343,121.551094,
5901024703,吾家藥局,02-27066425,台北市大安區信義路4段265巷6之1號,台北市大安區敦煌里8鄰信義路四段265巷6之1號,25.033723,121.554205,
5901024712,早安藥局,02-27002209,台北市大安區建國南路2段151巷42號,台北市大安區新龍里2鄰建國南路二段151巷42號,25.028648,121.539578,
5901024721,麗泰藥局,02-27079595,台北市大安區復興南路2段151巷4號,台北市大安區群賢里4鄰復興南路二段151巷4號,25.028319,121.543998,
5901024758,兆安健保藥局,02-27363069,台北市大安區通化街139號,台北市大安區臨江里7鄰通化街139號,25.02901,121.553977,
5901024767,杏一樂業藥局,02-27383194,台北市大安區樂業街162號,台北市大安區黎元里2鄰樂業街162號,25.019585,121.553459,
5901103183,OK藥師藥局,02-25170068,台北市中山區興安街95號,台北市中山區龍洲里11鄰興安街95號,25.056155,121.543465,
5901103192,昶青林森藥局,02-25639939,台北市中山區林森北路119巷52號,台北市中山區正義里11鄰林森北路119巷52號,25.050182,121.526852,
5901103209,麗恩藥局,02-25981982,台北市中山區林森北路575之5號,台北市中山區晴光里6鄰林森北路575之5號,25.065299,121.525798,
5901103227,建誠中西藥局,02-25158608,台北市中山區龍江路385之1號,台北市中山區下埤里6鄰龍江路385之1號,25.065106,121.541046,
5901103236,誠意中西藥局,02-25950951,台北市中山區林森北路613號,台北市中山區晴光里6鄰林森北路613號,25.066473,121.525825,
5901103272,長安藥局,02-27772740,台北市中山區長安東路2段171－3號,台北市中山區力行里3鄰長安東路二段171之3號,25.048401,121.541786,上午9:30-晚上10:30
5901103325,仁一藥局,02-25711742,台北市中山區林森北路520號,台北市中山區聚葉里12鄰林森北路520號,25.062326,121.525506,
5901010290,健全藥局,02-27128293,台北市松山區民權東路3段103巷20號,台北市松山區民福里5鄰民權東路三段103巷20號,25.063269,121.544911,
5901010389,李得安藥局,02-87871655,台北市松山區民生東路5段36巷8弄11號1樓,台北市松山區介壽里18鄰民生東路五段36巷8弄11號,25.057333,121.559856,
5901010496,瑞昌大藥局,02-27151881,台北市松山區民權東路3段103巷10號,台北市松山區民福里5鄰民權東路三段103巷10號,25.062984,121.544918,
5901010576,合生藥局,02-27602932,台北市松山區南京東路5段123巷45號1樓,台北市松山區東光里16鄰南京東路五段123巷45號,25.053638,121.560748,執業時段請電洽藥局
5901011662,上允藥局,02-27696905,台北市松山區民生東路5段78號,台北市松山區介壽里14鄰民生東路五段78號,25.058364,121.559049,
5901011699,建東大藥局,02-27676237,台北市松山區三民路97號1樓,台北市松山區三民里4鄰三民路97號,25.057235,121.563398,
5901011733,和諧藥局,02-27568580,台北市松山區民生東路5段148號2樓,台北市松山區三民里13鄰民生東路五段148號,25.058494,121.562151,
5901011751,德恩藥師藥局,02-27782829,台北市松山區八德路2段378號1樓,台北市松山區中崙里7鄰八德路二段378號,25.047971,121.546142,
5901011760,延壽藥局,02-27685159,台北市松山區延壽街327號,台北市松山區介壽里5鄰延壽街327號,25.056786,121.560363,
5901011975,萬泰藥局,02-27135891,台北市松山區敦化北路222巷38號,台北市松山區民有里14鄰敦化北路222巷38號,25.059943,121.547103,
5901021382,建如藥局,02-27331456,台北市大安區和平東路3段228巷11號1Ｆ,台北市大安區黎孝里3鄰和平東路三段228巷11號,25.021742,121.554342,
5901021408,生百藥局,02-27371011,台北市大安區臨江街124號,台北市大安區通安里11鄰臨江街124號,25.030235,121.553878,
5901022521,台安藥局,02-27549099,台北市大安區和平東路2段353號1樓,台北市大安區群賢里8鄰和平東路二段353號,25.024869,121.546163,
5901022601,生光藥局,02-27780862,台北市大安區忠孝東路3段248巷2號,台北市大安區義村里8鄰忠孝東路三段248巷2號,25.041353,121.541207,
5901022763,佳美藥局,02-27054987,台北市大安區復興南路1段261之3號1樓,台北市大安區仁慈里15鄰復興南路一段261之3號,25.036222,121.543877,
5901022898,永康藥局,02-23279362,台北市大安區麗水街6之2號,台北市大安區永康里6鄰麗水街6之2號,25.032891,121.528995,
5901023073,世中欣藥局,02-23938947,台北市大安區永康街2巷8號,台北市大安區永康里5鄰永康街2巷8號,25.033154,121.529407,
5901023091,加豐藥局,02-27219678,台北市大安區忠孝東路3段216巷3弄1號1樓,台北市大安區義村里9鄰忠孝東路三段216巷3弄1號,25.041255,121.540265,
5901023153,崇光藥局,02-27217958,台北市大安區忠孝東路3段305號7樓之3,台北市大安區誠安里10鄰忠孝東路三段305號,25.041887,121.543542,
5901023215,大愛健康藥局,02-27092156,台北市大安區敦化南路2段63巷65號,台北市大安區義安里12鄰敦化南路二段63巷65號,25.031031,121.551984,
5901024801,平安藥師藥局,02-27010057,台北市大安區建國南路2段223號,台北市大安區龍生里15鄰建國南路二段223號,25.026332,121.538041,
5901024810,博興藥局,02-23256668,台北市大安區四維路198巷28號,台北市大安區群英里31鄰四維路198巷28號,25.026614,121.545964,
5901024829,威康藥局,02-27061149,台北市大安區和平東路2段255之1號,台北市大安區群賢里5鄰和平東路二段255之1號,25.025002,121.543754,
5901024838,昶青藥局,02-27515678,台北市大安區濟南路3段22之1號,台北市大安區民輝里4鄰濟南路三段22之1號,25.040086,121.534581,
5901024856,杏一台北國泰藥局,02-27011785,台北市大安區仁愛路4段266巷15弄4號,台北市大安區敦煌里16鄰仁愛路四段266巷15弄4號,25.036554,121.553185,
5901024865,沛林東區生活藥_藥局,02-27763759,台北市大安區敦化南路1段187巷17號,台北市大安區建安里14鄰敦化南路一段187巷17號,25.042668,121.550149,
5901024874,奇異果大安藥局,02-23250891,台北市大安區大安路1段190號,台北市大安區仁慈里9鄰大安路一段190號,25.035726,121.545888,
5901024883,躍獅敦和藥局,02-23785767,台北市大安區和平東路3段10號,台北市大安區虎嘯里1鄰和平東路三段10號,25.024527,121.546993,
5901024892,太醫藥局,02-23685125,台北市大安區師大路12號,台北市大安區古莊里2鄰師大路12號,25.025681,121.52827,
5901024909,康維健保藥局,02-27000120,台北市大安區敦化南路1段329巷15號,台北市大安區敦安里15鄰敦化南路一段329巷15號,25.034246,121.550022,
5901102855,錦西春天生活藥局,02-25312658,台北市中山區錦西街10號,台北市中山區集英里7鄰錦西街10號,25.06024,121.521574,
5901102873,盛康藥局,02-25969580,台北市中山區吉林路399號,台北市中山區新喜里16鄰吉林路399號,25.065872,121.530508,
5901102891,中山藥局,02-25236979,臺北市中山區林森北路128號,台北市中山區正得里16鄰林森北路128號,25.05125,121.52504,
5901102962,中興藥局,02-27774628,台北市中山區長安東路2段226號,台北市中山區朱崙里15鄰長安東路二段226號,25.048181,121.542709,"營業時間如有異動,以藥局公告為準"
5901102971,保德明水藥局,02-85097769,台北市中山區北安路608巷4弄1號,台北市中山區成功里3鄰北安路608巷4弄1號,25.081912,121.549291,
5901102999,廣福中西藥局,02-25189489,台北市中山區錦州街406號,台北市中山區江山里21鄰錦州街406號,25.060114,121.54166,"春節期間2/2,2/4營業,其餘休息."
5901103030,錦康活力藥局,02-25158282,台北市中山區民生東路2段147巷11弄1號地下,台北市中山區松江里14鄰民生東路二段147巷11弄1號,25.060024,121.53504,
5901103110,大直健康藥局,02-25323310,台北市中山區北安路591號,台北市中山區大直里18鄰北安路591號,25.081944,121.548643,
5901103147,娸淇藥局,02-25082762,台北市中山區伊通街95號,台北市中山區中央里9鄰伊通街95號,25.053055,121.534894,
5901113545,和康健保藥局,02-27997202,台北市內湖區文德路66巷41號,台北市內湖區瑞陽里18鄰文德路66巷41號,25.077203,121.581781,9:00-21點
5901113554,葫光藥局,02-26336611,台北市內湖區康寧路3段54巷6號,台北市內湖區葫洲里12鄰康寧路三段54巷6號,25.071679,121.608993,國定假日可執行調劑業務
5901113563,耀元藥局,02-26337369,台北市內湖區康樂街150號,台北市內湖區樂康里23鄰康樂街150號,25.072627,121.619241,
5901120022,旭村藥局,02-27820948,台北市南港區興華路112號,台北市南港區東新里1鄰興華路112號,25.056608,121.605542,
5901120139,裕成藥局,02-27851227,台北市南港區玉成街166巷13號,台北市南港區萬福里19鄰玉成街166巷13號,25.044334,121.583448,
5901120175,新錦安藥局,02-27825218,台北市南港區南港路3段34號,台北市南港區西新里9鄰南港路三段34號,25.054292,121.592216,
5901120184,仁泰藥局,02-27855464,台北市南港區同德路28號,台北市南港區萬福里9鄰同德路28號,25.045108,121.584086,
5901120308,加欣藥局,02-27836222,台北市南港區南港路2段26號,台北市南港區東明里16鄰南港路二段26號,25.054251,121.605398,
5901121421,祥安藥局,02-26547322,台北市南港區中坡南路25號,台北市南港區鴻福里14鄰中坡南路25號,25.043288,121.583168,
5901121449,麗康藥局,02-26515236,台北市南港區同德路51號,台北市南港區萬福里4鄰同德路51號,25.045641,121.584753,
5901010058,安郁藥局,02-25774551,台北市松山區八德路3段12巷51弄16號1樓,台北市松山區敦化里22鄰八德路三段12巷51弄16號,25.046086,121.551182,
5901010076,榮星藥局,02-27124696,台北市松山區南京東路4段133巷5弄1號,台北市松山區東勢里1鄰南京東路四段133巷5弄1號,25.052137,121.555235,
5901010085,安世藥局,02-27133405,台北市松山區南京東路4段133巷5弄9號,台北市松山區東勢里1鄰南京東路四段133巷5弄9號,25.05214,121.555562,
5901010094,明一藥局,02-27691654,台北市松山區南京東路5段59巷28弄25號1樓,台北市松山區東光里9鄰南京東路五段59巷28弄25號,25.052704,121.558168,
5901010165,傑安藥局,02-27524155,台北市松山區八德路2段437巷7弄8號1樓,台北市松山區中正里5鄰八德路二段437巷7弄8號,25.049139,121.547337,
5901010174,仁弘藥局,02-27136764,台北市松山區民生東路3段113巷25弄6號1樓,台北市松山區民有里7鄰民生東路三段113巷25弄6號,25.059485,121.546586,
5901010192,益華藥局,02-27624898,台北市松山區民生東路5段138巷6號,台北市松山區介壽里1鄰民生東路五段138巷6號,25.058274,121.561546,
5901010272,德靈藥局,02-27646998,台北市松山區富錦街548號,台北市松山區新益里6鄰富錦街548號,25.061775,121.566673,節期間2/4-2/10休息. .
5901024918,康祥藥局,02-27817891,台北市大安區忠孝東路4段216巷21號,台北市大安區車層里14鄰忠孝東路四段216巷21號,25.040254,121.553063,
5901024927,高特敦南藥局,092-0318305,台北市大安區信義路4段115號,台北市大安區德安里2鄰信義路四段115號,25.033472,121.548199,
5901090074,慈仁藥局,02-25572733,台北市大同區歸綏街261號1樓,台北市大同區大有里13鄰歸綏街261號,25.058322,121.51013,
5901090092,三省大藥局,02-25353536,台北市大同區民族西路303巷19號1樓,台北市大同區鄰江里10鄰民族西路303巷19號,25.069265,121.510236,
5901090127,三銘大藥局,02-25583392,台北市大同區迪化街1段80號,台北市大同區永樂里18鄰迪化街一段80號,25.055808,121.509909,
5901090154,柯藥局,02-25948515,台北市大同區重慶北路3段335巷6號,台北市大同區保安里7鄰重慶北路三段335巷6號,25.074519,121.514367,
5901090181,時春藥局,02-25597918,台北市大同區赤峰街4號,台北市大同區光能里16鄰赤峰街4號,25.053557,121.519115,
5901090216,裕仁藥局,02-25910064,台北市大同區迪化街2段270號－1,台北市大同區鄰江里22鄰迪化街二段270號,25.070683,121.511533,
5901090243,建祥藥局,02-25556476,台北市大同區寧夏路17號、17－1號,台北市大同區星明里6鄰寧夏路17號,25.05485,121.515044,
5901090270,立生藥局,02-25925727,台北市大同區延平北路3段61號－3,台北市大同區隆和里10鄰延平北路三段61之2號,25.065721,121.511143,
5901090289,正利民藥局,02-25924842,台北市大同區延平北路3段105號,台北市大同區國慶里17鄰延平北路三段105號,25.06806,121.511035,
5901090323,泰元藥局,02-25914592,台北市大同區哈密街91號,台北市大同區保安里3鄰哈密街91號,25.07303,121.514619,"以上營業時間僅供參考, 實際營業時間以現場為主"
5901090369,保慶藥局,02-25538988,台北市大同區保安街21號,台北市大同區延平里1鄰保安街21號,25.059258,121.512944,上午9時至晚間10時30分
5901091473,快安藥局,02-25561925,台北市大同區南京西路282、284號,台北市大同區玉泉里11鄰南京西路462號,25.053588,121.507656,
5901091544,得意藥師藥局,02-25534294,台北市大同區延平北路2段229號,台北市大同區延平里5鄰延平北路二段229號,25.060289,121.511467,
